conm,quarter,firm,tpuashare
CORE MARK HOLDING CO INC,2013q3,CORE,0
ADVENT SOFTWARE INC,2013q3,ADVS,0
ATHENAHEALTH INC,2013q3,ATHN,0
EVOLUTION PETROLEUM CORP,2013q3,EPM,0
ALBANY INTL CORP  -CL A,2013q3,AIN,0
ESTERLINE TECHNOLOGIES CORP,2013q3,ESL,0
NEWMARKET CORP,2013q3,NEU,0
CORESITE REALTY CORP,2013q3,COR,0
RED LION HOTELS CORP,2013q3,RLH,0
NEENAH PAPER INC,2013q3,NP,0
ANGIE'S LIST INC,2013q3,ANGI.1,0
MERGE HEALTHCARE INC,2013q3,MRGE.1,0
ITRON INC,2013q3,ITRI,0
HANSEN MEDICAL INC,2013q3,HNSN,0
HEXCEL CORP,2013q3,HXL,0
XERIUM TECHNOLOGIES INC,2013q3,XRM,0
GLOBUS MEDICAL INC,2013q3,GMED,0
CARROLS RESTAURANT GROUP INC,2013q3,TAST,0
CURIS INC,2013q3,CRIS,0
REGENCY ENERGY PARTNERS LP,2013q3,RGP,0
ESSEX PROPERTY TRUST,2013q3,ESS,0
SEATTLE GENETICS INC,2013q3,SGEN,0
BROADCOM CORP,2013q3,BRCM,0
EMERGE ENERGY SERVICES LP,2013q3,EMESQ,0
EXTRA SPACE STORAGE INC,2013q3,EXR,0
CENTENE CORP,2013q3,CNC,0
ACCURAY INC,2013q3,ARAY,0
CIRRUS LOGIC INC,2013q3,CRUS,0
BIOCRYST PHARMACEUTICALS INC,2013q3,BCRX,0
WORLD FUEL SERVICES CORP,2013q3,INT,0
AECOM,2013q3,ACM,0
UNILIFE CORP,2013q3,UNISQ,0
ARTHROCARE CORP,2013q3,ARTC,0
AMTRUST FINANCIAL SERVICES,2013q3,AFSI,0
BLACKSTONE MORTGAGE TR INC,2013q3,BXMT,0
SYNCHRONOSS TECHNOLOGIES,2013q3,SNCR,0
SMITH (A.O.),2013q3,AOS,0
CAVCO INDUSTRIES INC,2013q3,CVCO,0
MOMENTA PHARMACEUTICALS INC,2013q3,MNTA,0
UNIVERSAL FOREST PRODS INC,2013q3,UFPI,0
F5 NETWORKS INC,2013q3,FFIV,0
CADENCE PHARMACEUTICALS INC,2013q3,CADX,0
COMPUWARE CORP,2013q3,CPWR.1,0
MISONIX INC,2013q3,MSON,0
INTERDIGITAL INC,2013q3,IDCC,0
ASBURY AUTOMOTIVE GROUP INC,2013q3,ABG,0
QUAKER CHEMICAL CORP,2013q3,KWR,0
CBEYOND INC,2013q3,CBEY,0
MEDICAL PROPERTIES TRUST,2013q3,MPW,0
INSITE VISION INC,2013q3,INSV,0
PAYCHEX INC,2013q3,PAYX,0
UDR INC,2013q3,UDR,0
AETERNA ZENTARIS INC,2013q3,AEZS,0
MANITOWOC CO,2013q3,MTW,0
CONSOLIDATED GRAPHICS INC,2013q3,CGX,0
OMNOVA SOLUTIONS INC,2013q3,OMN,0
HARDINGE INC,2013q3,HDNG,0
INTL SPEEDWAY CORP  -CL A,2013q3,ISCA,0
MPLX LP,2013q3,MPLX,0
PEPSICO INC,2013q3,PEP,0
MARKWEST ENERGY PARTNERS LP,2013q3,MWE,0
CERNER CORP,2013q3,CERN,0
DREAMWORKS ANIMATION SKG INC,2013q3,DWA,0
BOISE CASCADE CO,2013q3,BCC,0
CARLISLE COS INC,2013q3,CSL,0
RAYTHEON CO,2013q3,RTN,0
CARMIKE CINEMAS INC,2013q3,CKEC,0
OPENTABLE INC,2013q3,OPEN,0
LIFEVANTAGE CORP,2013q3,LFVN,0
CLEAN ENERGY FUELS CORP,2013q3,CLNE,0
ADVANCED ENERGY INDS INC,2013q3,AEIS,0
MIMEDX GROUP INC,2013q3,MDXG,0
VITAMIN SHOPPE INC,2013q3,VSI,0
BIOSCRIP INC,2013q3,BIOS.1,0
ADT CORP,2013q3,ADT.4,0
SIMS METAL MGMT LTD,2013q3,SMSMY,0
TELECOMMUNICATION SYS INC,2013q3,TSYS,0
STARTEK INC -OLD,2013q3,SRT.2,0
IDENIX PHARMACEUTICALS INC,2013q3,IDIX,0
AMICUS THERAPEUTICS INC,2013q3,FOLD,0
SKYWEST INC,2013q3,SKYW,0
RED ROBIN GOURMET BURGERS,2013q3,RRGB,0
NEW MOUNTAIN FINANCE CORP,2013q3,NMFC,0
AFFYMETRIX INC,2013q3,AFFX,0
VOXX INTERNATIONAL CORP,2013q3,VOXX,0
KB HOME,2013q3,KBH,0
ADVANCED MICRO DEVICES,2013q3,AMD,0
B&G FOODS INC,2013q3,BGS,0
PC CONNECTION INC,2013q3,CNXN,0
UNIVERSAL TECHNICAL INST,2013q3,UTI,0
CUMULUS MEDIA INC,2013q3,CMLS,0
ANADIGICS INC,2013q3,ANAD,0
DIGITAL RIVER INC,2013q3,DRIV.1,0
ENERSYS,2013q3,ENS,0
WHITESTONE REIT,2013q3,WSR,0
VASCULAR SOLUTIONS INC,2013q3,VASC,0
WHITING PETROLEUM CORP,2013q3,WLL,0
GENESCO INC,2013q3,GCO,0
COLUMBIA SPORTSWEAR CO,2013q3,COLM,0
PHILLIPS 66,2013q3,PSX,0
PIER 1 IMPORTS INC/DE,2013q3,PIR,0
CINCINNATI FINANCIAL CORP,2013q3,CINF,0
DISNEY (WALT) CO,2013q3,DIS,0
ATWOOD OCEANICS,2013q3,ATW,0
AMERICAN RESIDENTIAL PPTYS,2013q3,ARPI,0
HEIDRICK & STRUGGLES INTL,2013q3,HSII,0
LATTICE SEMICONDUCTOR CORP,2013q3,LSCC,0
GRAY TELEVISION INC,2013q3,GTN,0
YRC WORLDWIDE INC,2013q3,YRCW,0
ASTRONICS CORP,2013q3,ATRO,0
MCKESSON CORP,2013q3,MCK,0
FISERV INC,2013q3,FISV,0
NORFOLK SOUTHERN CORP,2013q3,NSC,0
BOYD GAMING CORP,2013q3,BYD,0
CRANE CO,2013q3,CR,0
1-800-FLOWERS.COM,2013q3,FLWS,0
JOURNAL COMMUNICATIONS INC,2013q3,JRN,0
QAD INC,2013q3,QADA,0
LITHIA MOTORS INC  -CL A,2013q3,LAD,0
AFFINION GROUP HOLDINGS INC,2013q3,AFGR,0
ENCORE WIRE CORP,2013q3,WIRE,0
ABBVIE INC,2013q3,ABBV,0
BOSTON SCIENTIFIC CORP,2013q3,BSX,0
CODEXIS INC,2013q3,CDXS,0
STRATEGIC HOTELS & RESORTS,2013q3,BEE,0
MILLENNIAL MEDIA INC,2013q3,MM,0
BUILD-A-BEAR WORKSHOP INC,2013q3,BBW,0
ARQULE INC,2013q3,ARQL,0
CASEYS GENERAL STORES INC,2013q3,CASY,0
POWER INTEGRATIONS INC,2013q3,POWI,0
SNAP-ON INC,2013q3,SNA,0
CREE INC,2013q3,CREE,0
OXFORD INDUSTRIES INC,2013q3,OXM,0
STAPLES INC,2013q3,SPLS,0
EPIQ SYSTEMS INC,2013q3,EPIQ,0
DELUXE CORP,2013q3,DLX,0
HORSEHEAD HOLDING CORP,2013q3,ZINCQ,0
ACTUATE CORP,2013q3,BIRT,0
AMAG PHARMACEUTICALS INC,2013q3,AMAG,0
UNVL STAINLESS & ALLOY PRODS,2013q3,USAP,0
POLYCOM INC,2013q3,PLCM,0
CROSSROADS SYSTEMS INC,2013q3,CRSS,0
AMERISOURCEBERGEN CORP,2013q3,ABC,0
PATTERSON COS INC,2013q3,PDCO,0
CAFEPRESS INC,2013q3,PRSS,0
CERUS CORP,2013q3,CERS,0
AMPHENOL CORP,2013q3,APH,0
CONVERGYS CORP,2013q3,CVG,0
UNITEDHEALTH GROUP INC,2013q3,UNH,0
ATMI INC,2013q3,ATMI,0
GLOBAL BRASS & COPPER HLDGS,2013q3,BRSS,0
DAWSON GEOPHYSICAL CO,2013q3,DWSN,0
COLFAX CORP,2013q3,CFX,0
REGENERON PHARMACEUTICALS,2013q3,REGN,0
APPROACH RESOURCES INC,2013q3,AREX,0
TELLABS INC,2013q3,TLAB,0
MITEK SYSTEMS INC,2013q3,MITK,0
BROADWIND ENERGY INC,2013q3,BWEN,0
MIDSTATES PETROLEUM CO INC,2013q3,MPO,0
ATRICURE INC,2013q3,ATRC,0
CAPSTONE TURBINE CORP,2013q3,CPST,0
OILTANKING PARTNERS LP,2013q3,OILT,0
SPECTRANETICS CORP,2013q3,SPNC,0
EMCORE CORP,2013q3,EMKR,0
CINTAS CORP,2013q3,CTAS,0
FAIRPOINT COMMUNICATIONS INC,2013q3,FRP,0
AMERICAN RAILCAR INDS INC,2013q3,ARII,0
GLU MOBILE INC,2013q3,GLUU,0
SUNGARD DATA SYSTEMS INC,2013q3,0139A,0
CHINDEX INTL INC,2013q3,CHDX,0
AMERICAN FINANCIAL GROUP INC,2013q3,AFG,0
HCC INSURANCE HOLDINGS INC,2013q3,HCC.1,0
POWELL INDUSTRIES INC,2013q3,POWL,0
MEDLEY CAPITAL CORP,2013q3,MCC,0
HARTE HANKS INC,2013q3,HHS,0
MCDERMOTT INTL INC,2013q3,MDR,0
FLOW INTL CORP,2013q3,FLOW.1,0
MATTRESS FIRM HOLDING CORP,2013q3,MFRM,0
PHARMACYCLICS INC,2013q3,PCYC,0
CHURCHILL DOWNS INC,2013q3,CHDN,0
CROWN MEDIA HOLDINGS INC,2013q3,CRWN,0
TOTAL SYSTEM SERVICES INC,2013q3,TSS,0
NEXSTAR MEDIA GROUP,2013q3,NXST,0
DCT INDUSTRIAL TRUST INC,2013q3,DCT,0
NAVIGANT CONSULTING INC,2013q3,NCI,0
TRC COS INC,2013q3,TRR,0
CAMPBELL SOUP CO,2013q3,CPB,0
SKILLED HEALTHCARE GROUP INC,2013q3,SKH,0
LIFELOCK INC,2013q3,LOCK,0
REPLIGEN CORP,2013q3,RGEN,0
UNIVERSAL ELECTRONICS INC,2013q3,UEIC,0
CORVEL CORP,2013q3,CRVL,0
LENNOX INTERNATIONAL INC,2013q3,LII,0
CNO FINANCIAL GROUP INC,2013q3,CNO,0
WEST PHARMACEUTICAL SVSC INC,2013q3,WST,0
CEPHEID INC,2013q3,CPHD,0
RAMBUS INC,2013q3,RMBS,0
DUPONT FABROS TECHNOLOGY INC,2013q3,DFT,0
LUNA INNOVATIONS INC,2013q3,LUNA,0
WAUSAU PAPER CORP,2013q3,WPP.2,0
HARRIS INTERACTIVE INC,2013q3,HPOL,0
COMSCORE INC,2013q3,SCOR,0
MOLYCORP INC,2013q3,MCPIQ,0
WEX INC,2013q3,WEX,0
CAI INTERNATIONAL INC,2013q3,CAI,0
DUKE REALTY CORP,2013q3,DRE,0
CARRIZO OIL & GAS INC,2013q3,CRZO,0
SILGAN HOLDINGS INC,2013q3,SLGN,0
ZUMIEZ INC,2013q3,ZUMZ,0
FORMFACTOR INC,2013q3,FORM,0
ZIX CORP,2013q3,ZIXI,0
HALOZYME THERAPEUTICS INC,2013q3,HALO,0
VEECO INSTRUMENTS INC,2013q3,VECO,0
AMERICAN EQTY INVT LIFE HLDG,2013q3,AEL,0
HARLEY-DAVIDSON INC,2013q3,HOG,0
NUTRISYSTEM INC,2013q3,NTRI,0
FORTUNE BRANDS HOME & SECUR,2013q3,FBHS,0
CONSTELLATION BRANDS,2013q3,STZ,0
CSG SYSTEMS INTL INC,2013q3,CSGS,0
CHEMTURA CORP,2013q3,CHMT,0
HIBBETT SPORTS INC,2013q3,HIBB,0
SOLAR CAPITAL LTD,2013q3,SLRC,0
PARK CITY GROUP INC,2013q3,PCYG,0
ALEXANDER & BALDWIN INC,2013q3,ALEX,0
VITESSE SEMICONDUCTOR CORP,2013q3,VTSS,0
USANA HEALTH SCIENCES INC,2013q3,USNA,0
COBALT INTL ENERGY INC,2013q3,CIEIQ,0
LUMINEX CORP,2013q3,LMNX,0
MCCORMICK & CO INC,2013q3,MKC,0
PARKER-HANNIFIN CORP,2013q3,PH,0
HUBBELL INC,2013q3,HUBB,0
LOJACK CORP,2013q3,LOJN,0
SENSIENT TECHNOLOGIES CORP,2013q3,SXT,0
LOEWS CORP,2013q3,L,0
STRYKER CORP,2013q3,SYK,0
EXELIS INC,2013q3,XLS,0
ACME UNITED CORP,2013q3,ACU,0
PEREGRINE SEMICONDUCTOR CORP,2013q3,PSMI,0
NUANCE COMMUNICATIONS INC,2013q3,NUAN,0
AMDOCS,2013q3,DOX,0
NORTHERN TIER ENERGY LP,2013q3,NTI,.020263424
LIGAND PHARMACEUTICAL INC,2013q3,LGND,0
GAMESTOP CORP,2013q3,GME,0
GT ADVANCED TECHNOLOGIES INC,2013q3,GTATQ,.020214271
GRAHAM CORP,2013q3,GHM,0
SEAWORLD ENTERTAINMENT INC,2013q3,SEAS,0
RENTRAK CORP,2013q3,RENT,0
CUMMINS INC,2013q3,CMI,0
STONERIDGE INC,2013q3,SRI,0
STARWOOD HOTELS&RESORTS WRLD,2013q3,HOT,0
BARRY (R G) CORP,2013q3,DFZ,0
ARES CAPITAL CORP,2013q3,ARCC,0
FIRST AMERICAN FINANCIAL CP,2013q3,FAF,0
ORBITZ WORLDWIDE INC,2013q3,OWW,0
GOGO INC,2013q3,GOGO,0
MOOG INC  -CL A,2013q3,MOG.A,0
LABORATORY CP OF AMER HLDGS,2013q3,LH,0
FORD MOTOR CO,2013q3,F,0
WEIGHT WATCHERS INTL INC,2013q3,WW,0
CYTOKINETICS INC,2013q3,CYTK,0
ALPHATEC HOLDINGS INC,2013q3,ATEC,0
INSMED INC,2013q3,INSM,0
WAYSIDE TECHNOLOGY GROUP INC,2013q3,WSTG,0
DOMINO'S PIZZA INC,2013q3,DPZ,0
PINNACLE FOODS INC,2013q3,PF,0
WATTS WATER TECHNOLOGIES INC,2013q3,WTS,0
PUBLIC STORAGE,2013q3,PSA,0
INFINERA CORP,2013q3,INFN,0
MUELLER WATER PRODUCTS INC,2013q3,MWA,0
IASIS HEALTHCARE LLC,2013q3,0100A,0
HURON CONSULTING GROUP INC,2013q3,HURN,0
AMERIGAS PARTNERS  -LP,2013q3,APU,0
NCI INC,2013q3,NCIT,0
MEDIA GENERAL INC,2013q3,MEG,0
CASH AMERICA INTL INC,2013q3,CSH,0
CHUY'S HOLDINGS INC,2013q3,CHUY,0
BIOMED REALTY TRUST INC,2013q3,BMR,0
ANNIE'S INC,2013q3,BNNY,0
LUMBER LIQUIDATORS HLDGS INC,2013q3,LL,0
MARKETO INC,2013q3,MKTO,0
TRANSATLANTIC PETROLEUM LTD,2013q3,TAT,0
FOREST LABORATORIES  -CL A,2013q3,FRX,0
STRATASYS LTD,2013q3,SSYS,0
CHRYSLER GROUP LLC,2013q3,FIATY1,0
RUDOLPH TECHNOLOGIES INC,2013q3,RTEC,0
HOOKER FURNITURE CORP,2013q3,HOFT,0
MOBILE MINI INC,2013q3,MINI,0
SHERWIN-WILLIAMS CO,2013q3,SHW,0
BUILDERS FIRSTSOURCE,2013q3,BLDR,0
HSN INC,2013q3,HSNI,0
ENSIGN GROUP INC,2013q3,ENSG,0
JOHNSON & JOHNSON,2013q3,JNJ,0
CELADON GROUP INC,2013q3,CGIP,0
STEELCASE INC,2013q3,SCS,0
INSIGHT ENTERPRISES INC,2013q3,NSIT,0
AMTECH SYSTEMS INC,2013q3,ASYS,0
CALUMET SPECIALTY PRODS  -LP,2013q3,CLMT,0
GREAT LAKES DREDGE & DOCK CP,2013q3,GLDD,0
SL GREEN REALTY CORP,2013q3,SLG,0
ACI WORLDWIDE INC,2013q3,ACIW,0
DOVER CORP,2013q3,DOV,0
LHC GROUP INC,2013q3,LHCG,0
EMERSON ELECTRIC CO,2013q3,EMR,0
ICONIX BRAND GROUP INC,2013q3,ICON,0
QUIDEL CORP,2013q3,QDEL,0
LEXICON PHARMACEUTICALS INC,2013q3,LXRX,0
ALERE INC,2013q3,ALR,0
MARRONE BIO INNOVTIONS,2013q3,MBII,0
LAS VEGAS SANDS CORP,2013q3,LVS,0
LINN ENERGY INC,2013q3,LNGG,0
VOCUS INC,2013q3,VOCS,0
PS BUSINESS PARKS,2013q3,PSB,0
NEKTAR THERAPEUTICS,2013q3,NKTR,0
TAUBMAN CENTERS INC,2013q3,TCO,0
ASCENA RETAIL GROUP INC,2013q3,ASNA,0
DYNAMICS RESEARCH CORP,2013q3,DRCO,0
CVENT INC,2013q3,CVT,0
TUPPERWARE BRANDS CORP,2013q3,TUP,0
SCICLONE PHARMACEUTICALS INC,2013q3,SCLN,0
PACKAGING CORP OF AMERICA,2013q3,PKG,0
BEAM INC,2013q3,BEAM,0
DENBURY RESOURCES INC,2013q3,DNR,0
D R HORTON INC,2013q3,DHI,0
NEUROCRINE BIOSCIENCES INC,2013q3,NBIX,0
VIRTUSA CORP,2013q3,VRTU,0
CLEAR CHANNEL OUTDOOR HLDGS,2013q3,CCO,0
FALCONSTOR SOFTWARE INC,2013q3,FALCD,0
CHATHAM LODGING TRUST,2013q3,CLDT,0
CENTURY ALUMINUM CO,2013q3,CENX,0
HORACE MANN EDUCATORS CORP,2013q3,HMN,0
KAMAN CORP,2013q3,KAMN,0
KILROY REALTY CORP,2013q3,KRC,0
SYNERGETICS USA INC,2013q3,SURG.2,0
HESKA CORP,2013q3,HSKA,0
CONCHO RESOURCES INC,2013q3,CXO,0
HILLSHIRE BRANDS CO,2013q3,HSH,0
ONCOGENEX PHARMACEUTICALS,2013q3,OGXI,0
TAL INTERNATIONAL GROUP INC,2013q3,TAL.2,0
SOUTHERN COPPER CORP,2013q3,SCCO,0
SHENANDOAH TELECOMMUN CO,2013q3,SHEN,0
GAP INC,2013q3,GPS,0
WHIRLPOOL CORP,2013q3,WHR,0
L & L ENERGY INC,2013q3,LLEN,0
CUTERA INC,2013q3,CUTR,0
APOLLO INVESTMENT CORP,2013q3,AINV,0
3D SYSTEMS CORP,2013q3,DDD,0
IPASS INC,2013q3,IPAS,0
KIMBALL INTERNATIONAL  -CL B,2013q3,KBAL,0
KANSAS CITY SOUTHERN,2013q3,KSU,0
ACADIA PHARMACEUTICALS INC,2013q3,ACAD,0
ROCKWELL COLLINS,2013q3,COL,0
LOCAL CORP,2013q3,LOCMQ,0
FRANKLIN COVEY CO,2013q3,FC,0
EZCORP INC  -CL A,2013q3,EZPW,0
MODEL N INC,2013q3,MODN,0
INFINITY PROPERTY & CAS CORP,2013q3,IPCC,0
VULCAN MATERIALS CO,2013q3,VMC,0
WEYERHAEUSER CO,2013q3,WY,0
EDUCATION REALTY TRUST INC,2013q3,EDR.1,0
AVAYA INC,2013q3,5933B,0
TRIMAS CORP,2013q3,TRS,0
WEBMD HEALTH CORP,2013q3,WBMD,0
DTS INC,2013q3,DTSI,0
CHART INDUSTRIES INC,2013q3,GTLS,0
CARDTRONICS PLC,2013q3,CATM,0
CARMAX INC,2013q3,KMX,0
BRANDYWINE REALTY TRUST,2013q3,BDN,0
UNITED STATES STEEL CORP,2013q3,X,0
MOLINA HEALTHCARE INC,2013q3,MOH,0
UNITED PARCEL SERVICE INC,2013q3,UPS,0
SIGMA-ALDRICH CORP,2013q3,SIAL,0
GNC HOLDINGS INC,2013q3,GNC,0
UNIVISION COMMUNICATIONS INC,2013q3,5952B,0
INTL GAME TECHNOLOGY,2013q3,IGT.1,0
CSX CORP,2013q3,CSX,0
ROSETTA RESOURCES INC,2013q3,ROSE.3,0
MGC DIAGNOSTICS CORP,2013q3,MGCD,0
NIC INC,2013q3,EGOV,0
MAXIM INTEGRATED PRODUCTS,2013q3,MXIM,0
CARRIAGE SERVICES INC,2013q3,CSV,0
INTERMUNE INC,2013q3,ITMN,0
NIKE INC  -CL B,2013q3,NKE,0
SKYWORKS SOLUTIONS INC,2013q3,SWKS,0
DIGITALGLOBE INC,2013q3,DGI,0
INTUITIVE SURGICAL INC,2013q3,ISRG,0
ULTIMATE SOFTWARE GROUP INC,2013q3,ULTI,0
GREEN PLAINS INC,2013q3,GPRE,0
LINCOLN NATIONAL CORP,2013q3,LNC,0
GUIDEWIRE SOFTWARE INC,2013q3,GWRE,0
ATMEL CORP,2013q3,ATML,0
SANTARUS INC,2013q3,SNTS,0
APPLIED INDUSTRIAL TECH INC,2013q3,AIT,0
FINISH LINE INC  -CL A,2013q3,FINL,0
SHUTTERFLY INC,2013q3,SFLY,0
SOLERA HOLDINGS INC,2013q3,SLH,0
VALMONT INDUSTRIES INC,2013q3,VMI,0
CATERPILLAR INC,2013q3,CAT,0
KELLOGG CO,2013q3,K,0
INTERSIL CORP  -CL A,2013q3,ISIL,0
EXA CORP,2013q3,EXA,0
BOULDER BRANDS INC,2013q3,BDBD,0
BRISTOL-MYERS SQUIBB CO,2013q3,BMY,0
ASSOCIATED MATERIALS LLC,2013q3,0084A,0
JAMBA INC,2013q3,JMBA,0
C&J ENERGY SERVICES INC,2013q3,CJ,0
AMERICAN SOFTWARE  -CL A,2013q3,AMSWA,0
QUICKSILVER RESOURCES INC,2013q3,KWKAQ,0
SCHLUMBERGER LTD,2013q3,SLB,0
MTR GAMING GROUP INC,2013q3,MNTG,0
AVX CORP,2013q3,AVX,0
BRIGGS & STRATTON,2013q3,BGG,0
BEMIS CO INC,2013q3,BMS,0
DIAMONDBACK ENERGY INC,2013q3,FANG,0
ESCO TECHNOLOGIES INC,2013q3,ESE,0
ILLINOIS TOOL WORKS,2013q3,ITW,0
HEALTHCARE REALTY TRUST INC,2013q3,HR,0
WABTEC CORP,2013q3,WAB,0
MEADWESTVACO CORP,2013q3,MWV,0
FAIRWAY GROUP HOLDINGS,2013q3,FWMHQ,0
CHUBB CORP,2013q3,CB.1,0
USA TECHNOLOGIES INC,2013q3,USAT,0
ARAMARK,2013q3,ARMK,0
EXLSERVICE HOLDINGS INC,2013q3,EXLS,0
VIROPHARMA INC,2013q3,VPHM,0
RUCKUS WIRELESS INC,2013q3,RKUS,0
EPAM SYSTEMS INC,2013q3,EPAM,0
AGILENT TECHNOLOGIES INC,2013q3,A,0
MONDELEZ INTERNATIONAL INC,2013q3,MDLZ,0
SANDRIDGE ENERGY INC,2013q3,SD,0
VERISIGN INC,2013q3,VRSN,0
PERFORMANT FINANCIAL CORP,2013q3,PFMT,0
TESARO INC,2013q3,TSRO,0
AMERICAN PUBLIC EDUCATION,2013q3,APEI,0
CONMED CORP,2013q3,CNMD,0
IGNITE RESTAURANT GROUP INC,2013q3,IRGTQ,0
HERSHA HOSPITALITY TRUST,2013q3,HT,0
FACTSET RESEARCH SYSTEMS INC,2013q3,FDS,0
MARSH & MCLENNAN COS,2013q3,MMC,0
U S SILICA HOLDINGS INC,2013q3,SLCA,0
RIVERBED TECHNOLOGY INC,2013q3,RVBD,0
QUALYS INC,2013q3,QLYS,0
CPI AEROSTRUCTURES INC,2013q3,CVU,0
MEAD JOHNSON NUTRITION CO,2013q3,MJN,0
EXACT SCIENCES CORP,2013q3,EXAS,0
GROUP 1 AUTOMOTIVE INC,2013q3,GPI,0
TARGACEPT INC,2013q3,TRGT,0
JOHNSON OUTDOORS INC  -CL A,2013q3,JOUT,0
HENRY SCHEIN INC,2013q3,HSIC,0
HMS HOLDINGS CORP,2013q3,HMSY,0
GREENWAY MEDICAL TECH INC,2013q3,GWAY,0
ELECTRONIC ARTS INC,2013q3,EA,0
ACORDA THERAPEUTICS INC,2013q3,ACOR,0
RELIANCE STEEL & ALUMINUM CO,2013q3,RS,0
GENERAL CABLE CORP/DE,2013q3,BGC,0
GREEN DOT CORP,2013q3,GDOT,0
KBR INC,2013q3,KBR,0
OSIRIS THERAPEUTICS INC,2013q3,OSIR,0
COMPUTER PROGRAMS & SYSTEMS,2013q3,CPSI,0
MARINEMAX INC,2013q3,HZO,0
JAMES RIVER COAL CO,2013q3,JRCCQ,0
APPLE INC,2013q3,AAPL,0
PORTOLA PHARMACEUTICALS INC,2013q3,PTLA,0
HOUSTON WIRE & CABLE CO,2013q3,HWCC,0
QR ENERGY LP,2013q3,QRE,0
IXYS CORP,2013q3,IXYS,0
AMERCO,2013q3,UHAL,0
SUCAMPO PHARMACEUTICALS INC,2013q3,SCMP,0
ENGILITY HOLDINGS INC,2013q3,EGL,0
STONEMOR PARTNERS LP,2013q3,STON,0
STAGE STORES INC,2013q3,SSI,0
FMC TECHNOLOGIES INC,2013q3,FTI.1,0
RBC BEARINGS INC,2013q3,ROLL,0
MERRIMACK PHARMACEUTICALS,2013q3,MACK,0
EAGLE BULK SHIPPING INC,2013q3,EGLE,0
NOODLES & CO,2013q3,NDLS,0
LAMAR ADVERTISING CO  -CL A,2013q3,LAMR,0
GENOMIC HEALTH INC,2013q3,GHDX,0
HYATT HOTELS CORP,2013q3,H,0
SAFEWAY INC,2013q3,SWY,0
SERVICESOURCE INTL INC,2013q3,SREV,0
JONES LANG LASALLE INC,2013q3,JLL,0
DOUGLAS EMMETT INC,2013q3,DEI,0
APPLIED MICRO CIRCUITS CORP,2013q3,AMCC,0
UNITED NATURAL FOODS INC,2013q3,UNFI,0
CYPRESS SEMICONDUCTOR CORP,2013q3,CY,0
CONCUR TECHNOLOGIES INC,2013q3,CNQR,0
PANERA BREAD CO,2013q3,PNRA,0
HAYNES INTERNATIONAL INC,2013q3,HAYN,0
QUINSTREET INC,2013q3,QNST,0
FOSTER (LB) CO,2013q3,FSTR,0
EXPEDIA GROUP INC,2013q3,EXPE,0
STEIN MART INC,2013q3,SMRT,0
QUALCOMM INC,2013q3,QCOM,0
OVERSTOCK.COM INC,2013q3,OSTK,0
HCP INC,2013q3,HCP,0
JONES SODA CO,2013q3,JSDA,0
SYSCO CORP,2013q3,SYY,0
U S PHYSICAL THERAPY INC,2013q3,USPH,0
GI DYNAMICS INC,2013q3,GIDYL,0
RITE AID CORP,2013q3,RAD,0
EDWARDS LIFESCIENCES CORP,2013q3,EW,0
TRIUMPH GROUP INC,2013q3,TGI,0
3M CO,2013q3,MMM,0
DESTINATION MATERNITY CORP,2013q3,DEST,0
DIRECTV,2013q3,DTV.2,0
NTS INC,2013q3,NTS,0
THESTREET INC,2013q3,TST,0
DISH NETWORK CORP,2013q3,DISH,0
DICKS SPORTING GOODS INC,2013q3,DKS,0
UNIVERSAL AMERICAN CORP,2013q3,UAM,0
SILICON LABORATORIES INC,2013q3,SLAB,0
MAGELLAN MIDSTREAM PRTNRS LP,2013q3,MMP,0
CARPENTER TECHNOLOGY CORP,2013q3,CRS,0
FERRO CORP,2013q3,FOE,0
MASCO CORP,2013q3,MAS,0
BRUNSWICK CORP,2013q3,BC,0
KEYW HOLDING CORP,2013q3,KEYW,0
GEEKNET INC,2013q3,GKNT,0
EHEALTH INC,2013q3,EHTH,0
MERIT MEDICAL SYSTEMS INC,2013q3,MMSI,0
MICROSOFT CORP,2013q3,MSFT,0
OSHKOSH CORP,2013q3,OSK,0
GRAMERCY PROPERTY TRUST,2013q3,GPT,0
FORESTAR GROUP INC,2013q3,FOR,0
GIGAMON INC,2013q3,GIMO,0
TOWN SPORTS INTL HOLDINGS,2013q3,CLUB,0
MERCURY SYSTEMS INC,2013q3,MRCY,0
LEAP WIRELESS INTL INC,2013q3,LEAP,0
DIAMOND OFFSHRE DRILLING INC,2013q3,DO,0
TEREX CORP,2013q3,TEX,0
PRIMORIS SERVICES CORP,2013q3,PRIM,0
CTS CORP,2013q3,CTS,0
PRICESMART INC,2013q3,PSMT,0
BLOCK H & R INC,2013q3,HRB,0
ZHONE TECHNOLOGIES INC,2013q3,ZHNE,0
IMMERSION CORP,2013q3,IMMR,0
ENTERPRISE PRODS PRTNRS  -LP,2013q3,EPD,0
FERRELLGAS PARTNERS  -LP,2013q3,FGP,0
CARBO CERAMICS INC,2013q3,CRR,0
FRONTIER COMMUNICATIONS CORP,2013q3,FTR,0
KIRBY CORP,2013q3,KEX,0
MID-AMERICA APT CMNTYS INC,2013q3,MAA,0
TIDEWATER INC,2013q3,TDW,0
DOLBY LABORATORIES INC,2013q3,DLB,0
PATHEON NV,2013q3,PTHN,0
DYNEGY INC,2013q3,DYN,0
MOODY'S CORP,2013q3,MCO,0
